id,image_path,question,ground_truth,prediction,correct
853,/home/nips25/vqa/data/result_v3/kettle/kettle_6/render_x135_y0_z240.png,"Which primitive is related to 'Open Lid' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[-y], axis[+x], axis[+z], axis[-z]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[-z], [axis[+z],False
854,/home/nips25/vqa/data/result_v3/kettle/kettle_7/render_x135_y0_z240.png,"What type of primitive is axis[-z] used as in the lid section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Primary Axis, Functional Axis, Approach Axis, Rotation Axis]
Answer strictly from the provided options. Do not add any explanations or additional text.",Approach Axis, Axis[-z],False
855,/home/nips25/vqa/data/result_v3/spoon/spoon_7/render_x135_y0_z60.png,"Which primitive is related to 'Grasp Spoon' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+z], point[9][11]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+z]," [axis[+z], point[9][11]]",True
856,/home/nips25/vqa/data/result_v3/alcohol/alcohol_1/render_x90_y0_z90.png,"Which task is associated with point[17] in neck?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Bottle with Receptacle, Fill with Liquid, Grasp Bottle, Grasp Cap, Open Cap, Position Cap on Bottle, Pour Liquid, Upright Bottle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Bottle, Align Bottle with Receptacle,False
857,/home/nips25/vqa/data/result_v3/alcohol/alcohol_11/render_x135_y0_z300.png,"Which task is associated with point[25] in neck?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Bottle with Target, Close Bottle, Fill with Liquid, Grasp Bottle, Position Bottle Under Source, Pour Liquid, Upright Bottle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.","Grasp Bottle, Close Bottle", Align Bottle with Target,False
858,/home/nips25/vqa/data/result_v3/pan/pan_22/render_x135_y0_z60.png,"Which primitive is related to 'Placing the pan on the stove' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[15], point[7], point[8], point[12]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[15]," [point[15], point[7], point[8], point[12]]",True
859,/home/nips25/vqa/data/result_v3/kettle/kettle_8/render_x90_y0_z180.png,"Which primitive is related to 'Grasp Kettle' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[62], point[31], point[45], point[46]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[45]," [point[62], point[31], point[45], point[46]]",True
860,/home/nips25/vqa/data/result_v3/mug/mug_8/render_x135_y0_z120.png,"Which task is associated with point[46][63] in body?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Mug with Beverage Source, Drink from Mug, Fill Mug, Grasp Mug, Upright Mug on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.","Grasp Mug, Upright Mug on the Surface", Align Mug with Beverage Source,False
861,/home/nips25/vqa/data/result_v3/pan/pan_5/render_x135_y0_z240.png,"Which task is associated with axis[+y] in handle?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Pan with Plate, Grasp Pan, Place Pan on Stove, Place Pan on Surface, Return Pan to Level, Tilt Pan, Tilt Pan to Transfer]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Pan, Align Pan with Plate,False
862,/home/nips25/vqa/data/result_v3/kettle/kettle_4/render_x135_y0_z240.png,"Which primitive is related to 'Position Lid on Kettle' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[32], point[62], point[17], point[79]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[17]," [point[32], point[62], point[17], point[79]]",True
863,/home/nips25/vqa/data/result_v3/mug/mug_18/render_x135_y0_z300.png,"Which primitive is related to 'Pour Liquid' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[-z], point[11][31], axis[+x], point[20][31]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+x]," [axis[-z], point[11][31], axis[+x], point[20][31]]",True
864,/home/nips25/vqa/data/result_v3/mug/mug_8/render_x135_y0_z120.png,"What type of primitive is point[62] used as in the handle section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Point, Anchor Point,False
865,/home/nips25/vqa/data/result_v3/alcohol/alcohol_1/render_x90_y0_z0.png,"What type of primitive is point[20][17] used as in the neck section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Primary Axis, Functional Axis, Approach Axis, Rotation Axis]
Answer strictly from the provided options. Do not add any explanations or additional text.",Approach Axis, Axis,False
866,/home/nips25/vqa/data/result_v3/mug/mug_9/render_x135_y0_z240.png,"Which primitive is related to 'Tilt Mug to Drink' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[-y], axis[+x], axis[+z], axis[-x]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+x]," [axis[-y], axis[+x], axis[+z], axis[-x]]",True
867,/home/nips25/vqa/data/result_v3/alcohol/alcohol_13/render_x135_y0_z240.png,"Which primitive is related to 'Fill with Liquid' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[30], point[47], point[29], point[28]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[30]," [point[30], point[47], point[29], point[28]]",True
868,/home/nips25/vqa/data/result_v3/kettle/kettle_21/render_x135_y0_z120.png,"Which primitive is related to 'Grasp Lid' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[47][1], axis[+z], axis[-z], point[19][22]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[-z]," [point[47][1], axis[+z], axis[-z], point[19][22]]",True
869,/home/nips25/vqa/data/result_v3/scissors/scissors_8/render_x135_y0_z60.png,"Which primitive is related to 'Pierce and Cut Package' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[19], point[11], point[6], point[20]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[6]," [point[19], point[11], point[6], point[20]]",True
870,/home/nips25/vqa/data/result_v3/plate/plate_1/render_x135_y0_z60.png,"What type of primitive is point[5] used as in the surface section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point, Anchor Point,True
871,/home/nips25/vqa/data/result_v3/kettle/kettle_17/render_x90_y0_z0.png,"Which primitive is related to 'Grasp Kettle' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[14], point[13], point[35], point[51]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[51]," [point[14], point[13], point[35], point[51]]",True
872,/home/nips25/vqa/data/result_v3/kettle/kettle_18/render_x135_y0_z60.png,"What type of primitive is point[17] used as in the base section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point, Anchor Point,True
873,/home/nips25/vqa/data/result_v3/pan/pan_14/render_x135_y0_z300.png,"Which task is associated with point[16] in rim?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Pan with Container, Flip Pan, Grasp Pan, Place Pan on Stove, Pour Sauce, Tilt Pan]
Answer strictly from the provided options. Do not add any explanations or additional text.","Align Pan with Container, Tilt Pan", Align Pan with Container,False
874,/home/nips25/vqa/data/result_v3/pan/pan_21/render_x135_y0_z60.png,"Which primitive is related to 'Cook Food' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[18], point[12], point[16], point[6]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[6]," [point[18], point[12], point[16], point[6]]",True
875,/home/nips25/vqa/data/result_v3/kettle/kettle_7/render_x135_y0_z300.png,"What type of primitive is point[17] used as in the body section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point, Anchor Point,True
876,/home/nips25/vqa/data/result_v3/pan/pan_22/render_x135_y0_z120.png,"What type of primitive is axis[-z] used as in the handle section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Primary Axis, Functional Axis, Approach Axis, Rotation Axis]
Answer strictly from the provided options. Do not add any explanations or additional text.",Approach Axis, Axis[-z],False
877,/home/nips25/vqa/data/result_v3/plate/plate_8/render_x90_y0_z0.png,"Which task is associated with point[25] in rim?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Plate with Container, Balance Items on Plate, Grasp Plate, Place Items on Plate, Place Plate on Table]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Plate, Align Plate with Container,False
878,/home/nips25/vqa/data/result_v3/mug/mug_18/render_x135_y0_z60.png,"Which task is associated with axis[+x] in rim?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Mug with Source, Align Mug with Target, Drink Liquid, Fill Mug, Grasp Mug, Pour Liquid, Upright Mug on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.",Pour Liquid, Align Mug with Source,False
879,/home/nips25/vqa/data/result_v3/plate/plate_1/render_x135_y0_z240.png,"Which task is associated with point[21] in base?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Carry Plate to Table, Grasp Plate, Place Food on Plate, Place Plate Over Food, Stack Plate with Others]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Plate, Carry Plate to Table,False
880,/home/nips25/vqa/data/result_v3/kettle/kettle_18/render_x90_y0_z0.png,"Which primitive is related to 'Upright Kettle on the Surface' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[28], point[54], point[40], point[63]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[63]," [point[28], point[54], point[40], point[63]]",True
881,/home/nips25/vqa/data/result_v3/pan/pan_10/render_x135_y0_z120.png,"Which task is associated with axis[+x] in body?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Flip Food, Grasp Pan, Hang Pan, Place Pan on Heat Source, Pour Liquid]
Answer strictly from the provided options. Do not add any explanations or additional text.","Place Pan on Heat Source, Flip Food", Flip Food,False
882,/home/nips25/vqa/data/result_v3/mug/mug_14/render_x90_y0_z270.png,"What type of primitive is point[22] used as in the base section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point, Anchor Point,True
883,/home/nips25/vqa/data/result_v3/alcohol/alcohol_2/render_x135_y0_z60.png,"What type of primitive is point[13] used as in the base section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Anchor Point, Grasp Point, Actuation Point, Hinge Point]
Answer strictly from the provided options. Do not add any explanations or additional text.",Anchor Point, Anchor Point,True
884,/home/nips25/vqa/data/result_v3/spoon/spoon_5/render_x135_y0_z60.png,"Which task is associated with axis[+x] in bowl?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Grasp Spoon, Scoop Food, Serve Portion, Stir Liquid]
Answer strictly from the provided options. Do not add any explanations or additional text.","Scoop Food, Serve Portion", Serve Portion,False
885,/home/nips25/vqa/data/result_v3/alcohol/alcohol_9/render_x90_y0_z90.png,"What type of primitive is point[19][42] used as in the body section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Primary Axis, Functional Axis, Approach Axis, Rotation Axis]
Answer strictly from the provided options. Do not add any explanations or additional text.",Approach Axis, Axis,False
886,/home/nips25/vqa/data/result_v3/mug/mug_16/render_x135_y0_z240.png,"Which primitive is related to 'Pour Beverage' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+z], axis[+x], point[27][29], point[11][29]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[+z]," [axis[+z], axis[+x], point[27][29], point[11][29]]",True
887,/home/nips25/vqa/data/result_v3/spoon/spoon_0/render_x135_y0_z300.png,"Which primitive is related to 'Scoop Food' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[point[2][12], point[1][6], axis[+z]]
Answer strictly from the provided options. Do not add any explanations or additional text.",point[1][6]," [point[2][12], point[1][6], axis[+z]]",True
888,/home/nips25/vqa/data/result_v3/plate/plate_8/render_x135_y0_z240.png,"Which task is associated with axis[+y] in surface?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Plate with Container, Balance Items on Plate, Grasp Plate, Place Items on Plate, Place Plate on Table]
Answer strictly from the provided options. Do not add any explanations or additional text.","Place Items on Plate, Align Plate with Container, Balance Items on Plate", Align Plate with Container,False
889,/home/nips25/vqa/data/result_v3/kettle/kettle_17/render_x135_y0_z120.png,"What type of primitive is axis[+x] used as in the spout section?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Primary Axis, Functional Axis, Approach Axis, Rotation Axis]
Answer strictly from the provided options. Do not add any explanations or additional text.",Functional Axis, Axis[+z],False
890,/home/nips25/vqa/data/result_v3/kettle/kettle_16/render_x90_y0_z0.png,"Which task is associated with point[58][77] in body?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Kettle with Cup Opening, Fill with Water, Grasp Kettle, Grasp Lid, Open Lid, Position Lid on Kettle, Pour Liquid, Upright Kettle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.","Grasp Kettle, Upright Kettle on the Surface", Align Kettle with Cup Opening,False
891,/home/nips25/vqa/data/result_v3/pan/pan_5/render_x135_y0_z120.png,"Which primitive is related to 'Grasp Pan' task:
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[axis[+x], axis[+z], axis[-z]]
Answer strictly from the provided options. Do not add any explanations or additional text.",axis[-z], [axis[+z],False
892,/home/nips25/vqa/data/result_v3/kettle/kettle_24/render_x135_y0_z60.png,"Which task is associated with point[15] in handle?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align Kettle with Cup Opening, Fill with Water, Grasp Kettle, Grasp Lid, Open Lid, Position Lid on Kettle, Pour Liquid, Upright Kettle on the Surface]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Kettle, Align Kettle with Cup Opening,False
893,/home/nips25/vqa/data/result_v3/plate/plate_10/render_x135_y0_z300.png,"Which task is associated with axis[-x] in rim?
Annotation Rules Summary:
Axes Identification: Red = x-axis, Green = y-axis, Blue  = z-axis.
Point Mapping: Label points numerically (e.g., point[1] refers to marked point 1 in the image).
Direction Representation:
For standard axes, use axis[±x/y/z] (e.g., axis[+z] = positive Z-axis).
For object-specific directions, use point[X][Y] to denote the direction from point X to point Y (e.g., point[1][2] = direction from point 1 to point 2).
Options:
[Align and Stack Plate, Carry to Table, Grasp Plate, Place Food on Plate, Wash Plate]
Answer strictly from the provided options. Do not add any explanations or additional text.",Grasp Plate, Align and Stack Plate,False
